330	5000000	RO
290	5000000	RO
400	1121479	F
370	5000000	RO
400	5000000	RO
400	1352619	F
400	5000000	RO
410	5000000	RO
430	689786	F
430	666399	F
430	734023	F
400	5000000	RO
430	3314104	F
430	1100909	F
430	1232874	F
460	811735	F
550	245766	F
550	194770	F
580	144742	F
580	154974	F
580	145335	F
580	136680	F
